Dat,Site Name,Status,Priority,Severity,Screen Status,State,Case status,Type,Category,Reported Issue,Resolution,Queue Name,Region,Market,Creation Time,Last Update Time,Resolution time
1880874,AMC Newport On The Levee 20 - 0665,Solving,Minor,Low (Minor),UP,TN,Solving,Email Request,Projector,Disk Capacity Warning,Recalibrated System,EM3 Issues,Americas,Market-NSH,10/20/2025 13:31,10/20/2025 13:31,0
1880875,Pathe Belle Epine - Thiais,Resolved,Minor,Medium (Minor),UP,Kuwait,Resolved,Email Request,Facility,Booth Audio Monitor Issue,Pending Resolution,EMEA Issues,EMEA,Market-Saudi Arabia,3/8/2025 13:31,3/8/2025 13:31,0
1880876,Vue London Leicester Square,Solving,Major,Medium (Major),UP,Netherlands,Solving,Email Request,Audio,CAN NOT POWER-UP COMPONENT,Pending Resolution,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,4/25/2025 13:31,4/25/2025 13:31,0
1880877,CGV Shanghai Fudi,Under Review,Minor,Low (Minor),DOWN,Singapore,Under Review,Phone Call,Network,Content Update Request,Replaced UPS Batteries,APAC Dispatched,APAC,Market-China-CGV,5/1/2025 13:31,5/1/2025 13:31,0
1880878,Pathe Gaumont Rennes,Resolved,Major,Medium (Major),UP,England,Resolved,Email Request,Network,Disk Capacity Warning,Firmware Updated,EMEA Issues,EMEA,Market-France-ADDE-CDS,10/29/2025 13:31,11/1/2025 13:31,3
1880879,CGV Beijing Wanda,Resolved,Major,High (Major),UP,China,Resolved,Email Request,Qalif,Screen Shaker Vibration,Replaced UPS Batteries,APAC Issues,APAC,Market-Singapore,11/16/2025 13:31,11/16/2025 13:31,0
1880880,Lotte Cinema Seoul,Resolved,Major,Medium (Major),UP,Thailand,Resolved,Email Request,Network,IMPROPER AUDIO LEVEL,Pending Resolution,APAC Issues,APAC,Market-Korea,2/7/2025 13:31,2/7/2025 13:31,0
1880881,Muvi Mall of Dhahran,Under Review,Major,Medium (Major),UP,Netherlands,Under Review,Email Request,Dolby Corridor,Auditorium Lighting Issue,Network Configuration Fixed,EMEA Issues,EMEA,Market-Germany,5/25/2025 13:31,5/27/2025 13:31,2
1880882,Cineworld Birmingham,Solving,Informational,Low (Minor),UP,England,Solving,Email Request,Network,Booth Temperature Issue,Pending Resolution,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,4/26/2025 13:31,4/27/2025 13:31,1
1880883,AMC Newport On The Levee 20 - 0665,Under Review,Major,Medium (Major),UP,NY,Under Review,Phone Call,Qalif,Content Update Request,Adjusted Settings,3rd Party Issues,Americas,Market-NY,9/16/2025 13:31,9/17/2025 13:31,1
1880884,Wanda Chengdu Wuhou,Resolved,Minor,Low (Minor),UP,Korea,Resolved,Web Support,Audio,CAN NOT POWER-UP COMPONENT,Replaced Qalif,APAC Dispatched,APAC,Market-Singapore,3/5/2025 13:31,3/5/2025 13:31,0
1880885,Wanda XiAn Gaoxin,Solving,Major,High (Major),UP,Singapore,Solving,Email Request,Automation,INTERMITTENT AUDIO,Hardware Replaced,APAC Dispatched,APAC,Market-Singapore,11/14/2025 13:31,11/14/2025 13:31,0
1880886,Vue Hilversum,Under Review,Informational,Low (Minor),UP,France,Under Review,Email Request,Qalif,Disk Capacity Warning,Firmware Updated,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,10/20/2025 13:31,10/24/2025 13:31,4
1880887,AMC Staten Island Mall 11 - 0558,Solving,Minor,Low (Minor),UP,TN,Solving,Web Support,Facility,PLAYBACK STOPPED UNEXPECTEDLY,Adjusted Settings,Customer Managed,Americas,Market-LA,3/12/2025 13:31,3/12/2025 13:31,0
1880888,Pathe Belle Epine - Thiais,Resolved,Major,Medium (Major),UP,Kuwait,Resolved,Web Support,Screen / Masking,UPS Issue,Adjusted Settings,EMEA Dispatched,EMEA,Market-Germany,6/12/2025 13:31,6/12/2025 13:31,0
1880889,AMC Mission Valley 20 - 0246,Resolved,Major,Medium (Major),DOWN,NJ,Resolved,Email Request,Dolby Corridor,Booth Temperature Issue,Software Update Applied,EM3 Issues,Americas,Market-CA,9/18/2025 13:31,9/18/2025 13:31,0
1880890,AMC Jersey Gardens 20 - 2198,Under Review,Major,Medium (Major),UP,TN,Under Review,Email Request,Network,Booth Audio Monitor Issue,Replaced Qalif,Customer Managed,Americas,Market-SAD,5/13/2025 13:31,5/13/2025 13:31,0
1880891,AMC Mission Valley 20 - 0246,Solving,Informational,Low (Minor),UP,TN,Solving,Web Support,Network,NO IMAGE,Software Update Applied,EM3 Issues,Americas,Market-COLOH,7/31/2025 13:31,8/3/2025 13:31,3
1880892,CGV Beijing Wanda,Solving,Critical,High (Critical),UP,Thailand,Solving,Email Request,Audio,IMAGE GEOMETRY/ALIGNMENT ISSUE,Adjusted Settings,APAC Dispatched,APAC,Market-China-CGV,3/24/2025 13:31,3/24/2025 13:31,0
1880893,Wanda Shanghai Darongcheng,Solving,Minor,Low (Minor),UP,Thailand,Solving,Web Support,Projector,CAN NOT POWER-UP COMPONENT,Software Update Applied,APAC Dispatched,APAC,Market-China-CGV,4/5/2025 13:31,4/5/2025 13:31,0
1880894,Regal LA Live,Solving,Major,Medium (Major),UP,NJ,Solving,Email Request,Screen / Masking,TPC Display Issue,Replaced Component,CSE Dispatched,Americas,Market-NSH,3/5/2025 13:31,3/6/2025 13:31,1
1880895,Pathe Massy,Resolved,Informational,Low (Minor),UP,France,Resolved,Email Request,Automation,PLAYBACK STOPPED UNEXPECTEDLY,Power cycled / Reboot Server,EMEA Issues,EMEA,Market-Kuwait,3/1/2025 13:31,3/3/2025 13:31,2
1880896,Golden Harvest Hong Kong,Solving,Informational,Low (Minor),UP,Japan,Solving,Email Request,Audio,CAN NOT POWER-UP COMPONENT,Firmware Updated,APAC Issues,APAC,Market-Japan,9/3/2025 13:31,9/3/2025 13:31,0
1880897,Lotte Cinema Seoul,Solving,Minor,Low (Minor),UP,Singapore,Solving,Web Support,Dolby Corridor,Application Not Responding,Replaced UPS Batteries,APAC Dispatched,APAC,Market-China-CGV,11/6/2025 13:31,11/6/2025 13:31,0
1880898,Wanda Chengdu Wuhou,Under Review,Informational,Low (Minor),DOWN,Thailand,Under Review,Email Request,Projector,Disk Capacity Warning,Software Update Applied,APAC Dispatched,APAC,Market-Singapore,7/17/2025 13:31,7/17/2025 13:31,0
1880899,AMC Dine-In Thoroughbred 20 - 4457,Under Review,Minor,Low (Minor),UP,NY,Under Review,Email Request,Projector,IMPROPER AUDIO LEVEL,Pending Resolution,CSE Dispatched,Americas,Market-NY,8/1/2025 13:31,8/1/2025 13:31,0
1880900,Wanda Changsha,Solving,Minor,Low (Minor),UP,Singapore,Solving,Email Request,Qalif,Booth Temperature Issue,Replaced UPS Batteries,APAC Issues,APAC,Market-Hong Kong,6/17/2025 13:31,6/17/2025 13:31,0
1880901,Odeon Leicester Square,Under Review,Major,High (Major),UP,Kuwait,Under Review,Email Request,Network,IMPROPER AUDIO LEVEL,Replaced Qalif,Future Work,EMEA,Market-Germany,3/14/2025 13:31,3/15/2025 13:31,1
1880902,Wanda Jiaxing,Resolved,Critical,High (Critical),DOWN,China,Resolved,Email Request,Dolby Corridor,INTERMITTENT AUDIO,Replaced UPS Batteries,APAC Issues,APAC,Market-Thailand,1/20/2025 13:31,1/20/2025 13:31,0
1880903,AMC Newport On The Levee 20 - 0665,Under Review,Minor,Medium (Minor),UP,NJ,Under Review,Email Request,Qalif,Application Not Responding,Power cycled / Reboot Server,CSE Dispatched,Americas,Market-CA,6/24/2025 13:31,6/24/2025 13:31,0
1880904,CGV Shanghai Fudi,Solving,Major,High (Major),UP,Japan,Solving,Phone Call,Audio,Hardware Issues,Adjusted Settings,APAC Dispatched,APAC,Market-Japan,11/13/2025 13:31,11/13/2025 13:31,0
1880905,Odeon Thorpe Park,Resolved,Critical,High (Critical),UP,Kuwait,Resolved,Email Request,Network,IMAGE DISCOLORATION,Firmware Updated,EMEA Issues,EMEA,Market-Kuwait,11/12/2025 13:31,11/12/2025 13:31,0
1880906,Dolby Burbank Umlang,Under Review,Minor,Low (Minor),UP,NY,Under Review,Phone Call,Projector,Screen Shaker Vibration,Recalibrated System,Customer Managed,Americas,Market-SAD,10/28/2025 13:31,10/28/2025 13:31,0
1880907,Cinemark Century City,Resolved,Informational,Low (Minor),UP,KY,Resolved,Email Request,Network,Auditorium Lighting Issue,Recalibrated System,Customer Managed,Americas,Market-LA,3/22/2025 13:31,3/23/2025 13:31,1
1880908,Wanda Changsha,Solving,Major,Medium (Major),UP,Thailand,Solving,Web Support,Qalif,CAN NOT POWER-UP COMPONENT,Hardware Replaced,APAC Dispatched,APAC,Market-Hong Kong,12/31/2024 13:31,1/1/2025 13:31,1
1880909,Pathe Nice Gare Du Sud,Resolved,Critical,High (Critical),UP,England,Resolved,Email Request,Facility,Software Not Responding,Firmware Updated,Future Work,EMEA,Market-Germany,9/3/2025 13:31,9/3/2025 13:31,0
1880910,Wanda Shanghai Darongcheng,Closed,Informational,Low (Minor),UP,Thailand,Closed,Web Support,Qalif,UPS Issue,Recalibrated System,APAC Dispatched,APAC,Market-Thailand,8/29/2025 13:31,9/1/2025 13:31,3
1880911,Cinemark Playa Vista,Resolved,Informational,Low (Minor),UP,NJ,Resolved,Email Request,Qalif,Laser Module Driver Warning,Replaced UPS Batteries,3rd Party Issues,Americas,Market-CA,7/5/2025 13:31,7/6/2025 13:31,1
1880912,Odeon Leicester Square,Under Review,Minor,Medium (Minor),UP,France,Under Review,Email Request,Projector,Laser Module Driver Warning,Pending Resolution,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,6/18/2025 13:31,6/18/2025 13:31,0
1880913,Wanda Changsha,Under Review,Major,Medium (Major),UP,Japan,Under Review,Email Request,Qalif,Booth Audio Monitor Issue,Pending Resolution,APAC Issues,APAC,Market-China-CGV,7/18/2025 13:31,7/18/2025 13:31,0
1880914,Cineworld Birmingham,Resolved,Minor,Low (Minor),Please Specify,Germany,Resolved,Email Request,Audio,Disk Capacity Warning,Power cycled / Reboot Server,Future Work,EMEA,Market-Kuwait,6/30/2025 13:31,6/30/2025 13:31,0
1880915,AMC Staten Island Mall 11 - 0558,Under Review,Major,Medium (Major),DOWN,OH,Under Review,Email Request,Audio,PLAYBACK STOPPED UNEXPECTEDLY,Hardware Replaced,CSE Dispatched,Americas,Market-SAF,4/18/2025 13:31,4/18/2025 13:31,0
1880916,SF Cinema Tokyo,Solving,Minor,Low (Minor),UP,Japan,Solving,Web Support,Network,Disk Capacity Warning,Replaced Qalif,APAC Dispatched,APAC,Market-China-CGV,5/8/2025 13:31,5/8/2025 13:31,0
1880917,Pathe Rouen Docks 76,Solving,Major,Medium (Major),UP,Kuwait,Solving,Web Support,Network,IMPROPER AUDIO LEVEL,Recalibrated System,EMEA Issues,EMEA,Market-Kuwait,1/26/2025 13:31,1/28/2025 13:31,2
1880918,CGV Seoul Gangnam,Resolved,Minor,Low (Minor),UP,Thailand,Resolved,Email Request,Audio,IMAGE DISCOLORATION,Replaced Qalif,APAC Issues,APAC,Market-Singapore,5/18/2025 13:31,5/18/2025 13:31,0
1880919,Dolby Headquarters 1,Under Review,Minor,Low (Minor),UP,CA,Under Review,Email Request,Qalif,INTERMITTENT AUDIO,Power cycled / Reboot Server,Customer Managed,Americas,Market-NSH,5/12/2025 13:31,5/12/2025 13:31,0
1880920,Wanda Changsha,Resolved,Minor,Low (Minor),UP,Singapore,Resolved,Email Request,Facility,Booth Temperature Issue,Hardware Replaced,APAC Dispatched,APAC,Market-Singapore,7/24/2025 13:31,7/24/2025 13:31,0
1880921,AMC Lincoln Square 13 - 2310,Under Review,Critical,High (Critical),Please Specify,OH,Under Review,Email Request,Facility,Auditorium Lighting Issue,Hardware Replaced,Customer Managed,Americas,Market-NJ,5/15/2025 13:31,5/16/2025 13:31,1
1880922,Golden Harvest Hong Kong,Resolved,Major,Medium (Major),UP,China,Resolved,Email Request,Qalif,UPS Issue,Firmware Updated,APAC Issues,APAC,Market-Korea,7/19/2025 13:31,7/19/2025 13:31,0
1880923,Wanda XiAn Gaoxin,Resolved,Minor,Medium (Minor),UP,Japan,Resolved,Email Request,Audio,Color Calibration Required,Software Update Applied,APAC Issues,APAC,Market-Korea,6/18/2025 13:31,6/18/2025 13:31,0
1880924,CGV Shanghai Fudi,Under Review,Minor,Medium (Minor),UP,Singapore,Under Review,Web Support,Network,Laser Module Driver Warning,Hardware Replaced,APAC Dispatched,APAC,Market-Hong Kong,5/4/2025 13:31,5/4/2025 13:31,0
1880925,Dolby Burbank Umlang,Closed,Minor,Medium (Minor),UP,OH,Closed,Email Request,Screen / Masking,Disk Capacity Warning,Network Configuration Fixed,EM3 Issues,Americas,Market-LA,1/19/2025 13:31,1/20/2025 13:31,1
1880926,Kinopolis Munich,Solving,Critical,High (Critical),UP,Germany,Solving,Email Request,Screen / Masking,Booth Audio Monitor Issue,Power cycled / Reboot Server,Future Work,EMEA,Market-Netherlands-CN-CDS-VG,1/29/2025 13:31,1/29/2025 13:31,0
1880927,Vue London Leicester Square,Under Review,Informational,Low (Minor),UP,England,Under Review,Email Request,Dolby Corridor,CAN NOT POWER-UP COMPONENT,Software Update Applied,EMEA Dispatched,EMEA,Market-France-ADDE-CDS,2/26/2025 13:31,2/27/2025 13:31,1
1880928,CGV Beijing Wanda,Resolved,Critical,High (Critical),UP,Thailand,Resolved,Email Request,Facility,IMPROPER AUDIO LEVEL,Firmware Updated,APAC Dispatched,APAC,Market-Korea,5/13/2025 13:31,5/13/2025 13:31,0
1880929,SF Cinema Tokyo,Resolved,Minor,Low (Minor),UP,Korea,Resolved,Phone Call,Network,Laser Module Driver Warning,Power cycled / Reboot Server,APAC Issues,APAC,Market-China-CGV,2/7/2025 13:31,2/7/2025 13:31,0
1880930,AMC Mission Valley 20 - 0246,Closed,Informational,Low (Minor),UP,TX,Closed,Email Request,Qalif,UPS Issue,Network Configuration Fixed,EM3 Issues,Americas,Market-NJ,3/27/2025 13:31,3/27/2025 13:31,0
1880931,Wanda Shanghai Darongcheng,Under Review,Informational,Low (Minor),UP,Japan,Under Review,Email Request,Screen / Masking,Hardware Issues,Power cycled / Reboot Server,APAC Issues,APAC,Market-Singapore,5/20/2025 13:31,5/23/2025 13:31,3
1880932,Odeon Thorpe Park,Solving,Major,Medium (Major),UP,Netherlands,Solving,Web Support,Audio,IMPROPER AUDIO LEVEL,Pending Resolution,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,9/5/2025 13:31,9/6/2025 13:31,1
1880933,AMC Staten Island Mall 11 - 0558,Under Review,Major,High (Major),UP,CA,Under Review,Web Support,Facility,Screen Shaker Vibration,Recalibrated System,CSE Dispatched,Americas,Market-NY,8/7/2025 13:31,8/8/2025 13:31,1
1880934,Cineworld Birmingham,Solving,Major,Medium (Major),UP,England,Solving,Email Request,Audio,IMAGE GEOMETRY/ALIGNMENT ISSUE,Hardware Replaced,Future Work,EMEA,Market-Netherlands-CN-CDS-VG,2/27/2025 13:31,2/28/2025 13:31,1
1880935,AMC Staten Island Mall 11 - 0558,Under Review,Major,High (Major),UP,OH,Under Review,Email Request,Network,Booth Audio Monitor Issue,Network Configuration Fixed,Customer Managed,Americas,Market-LA,4/22/2025 13:31,4/22/2025 13:31,0
1880936,Pathe Belle Epine - Thiais,Solving,Major,High (Major),UP,Germany,Solving,Email Request,Projector,NO IMAGE,Power cycled / Reboot Server,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,6/28/2025 13:31,6/29/2025 13:31,1
1880937,Cinemark Playa Vista,Solving,Critical,High (Critical),Please Specify,TX,Solving,Email Request,Network,Hardware Issues,Replaced UPS Batteries,EM3 Issues,Americas,Market-CA,4/5/2025 13:31,4/6/2025 13:31,1
1880938,CGV Shanghai Fudi,Solving,Minor,Medium (Minor),DOWN,Thailand,Solving,Phone Call,Qalif,Content Update Request,Adjusted Settings,APAC Issues,APAC,Market-Singapore,3/28/2025 13:31,3/28/2025 13:31,0
1880939,Regal LA Live,Solving,Critical,High (Critical),UP,KY,Solving,Email Request,Facility,Software Not Responding,Firmware Updated,3rd Party Issues,Americas,Market-NJ,5/20/2025 13:31,5/23/2025 13:31,3
1880940,CGV Shanghai Fudi,Solving,Major,High (Major),UP,Thailand,Solving,Phone Call,Automation,Booth Temperature Issue,Software Update Applied,APAC Issues,APAC,Market-Hong Kong,2/5/2025 13:31,2/6/2025 13:31,1
1880941,Vue Hilversum,Solving,Critical,High (Critical),DOWN,France,Solving,Email Request,Dolby Corridor,PLAYBACK STOPPED UNEXPECTEDLY,Pending Resolution,Future Work,EMEA,Market-Kuwait,4/8/2025 13:31,4/8/2025 13:31,0
1880942,AMC Mission Valley 20 - 0246,Solving,Major,High (Major),UP,KY,Solving,Email Request,Facility,INTERMITTENT AUDIO,Hardware Replaced,Customer Managed,Americas,Market-NY,8/25/2025 13:31,8/27/2025 13:31,2
1880943,Vue Eindhoven,Solving,Minor,Medium (Minor),UP,England,Solving,Email Request,Dolby Corridor,Auditorium Lighting Issue,Replaced Qalif,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,6/18/2025 13:31,6/18/2025 13:31,0
1880944,Cinemark Playa Vista,Closed,Minor,Medium (Minor),Please Specify,TX,Closed,Email Request,Automation,Disk Capacity Warning,Adjusted Settings,EM3 Issues,Americas,Market-SAD,8/19/2025 13:31,8/19/2025 13:31,0
1880945,Regal LA Live,Under Review,Minor,Medium (Minor),UP,NY,Under Review,Web Support,Screen / Masking,UPS Issue,Power cycled / Reboot Server,Customer Managed,Americas,Market-CA,6/27/2025 13:31,6/27/2025 13:31,0
1880946,Lotte Cinema Seoul,Closed,Major,High (Major),UP,Singapore,Closed,Email Request,Audio,CAN NOT POWER-UP COMPONENT,Software Update Applied,APAC Dispatched,APAC,Market-Thailand,9/13/2025 13:31,9/13/2025 13:31,0
1880947,CGV Beijing Wanda,Closed,Minor,Medium (Minor),UP,Singapore,Closed,Email Request,Screen / Masking,UPS Issue,Replaced UPS Batteries,APAC Issues,APAC,Market-China-CGV,10/5/2025 13:31,10/5/2025 13:31,0
1880948,Wanda Shanghai Darongcheng,Solving,Minor,Low (Minor),UP,Korea,Solving,Web Support,Qalif,IMPROPER AUDIO LEVEL,Firmware Updated,APAC Dispatched,APAC,Market-Hong Kong,9/28/2025 13:31,9/28/2025 13:31,0
1880949,CGV Shanghai Fudi,Resolved,Critical,High (Critical),UP,Japan,Resolved,Web Support,Facility,Network Connectivity Issue,Replaced Component,APAC Issues,APAC,Market-Japan,11/24/2025 13:31,11/24/2025 13:31,0
1880950,Regal LA Live,Under Review,Minor,Low (Minor),UP,TX,Under Review,Email Request,Projector,CAN NOT POWER-UP COMPONENT,Replaced Component,EM3 Issues,Americas,Market-NY,4/21/2025 13:31,4/21/2025 13:31,0
1880951,CGV Seoul Gangnam,Under Review,Major,Medium (Major),UP,Singapore,Under Review,Web Support,Projector,Booth Temperature Issue,Hardware Replaced,APAC Dispatched,APAC,Market-Singapore,3/9/2025 13:31,3/10/2025 13:31,1
1880952,Pathe Gaumont Rennes,Solving,Minor,Medium (Minor),Please Specify,France,Solving,Email Request,Screen / Masking,Screen Shaker Vibration,Firmware Updated,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,4/1/2025 13:31,4/1/2025 13:31,0
1880953,AMC Staten Island Mall 11 - 0558,Solving,Major,Medium (Major),UP,CA,Solving,Email Request,Audio,INTERMITTENT AUDIO,Power cycled / Reboot Server,Customer Managed,Americas,Market-NSH,8/11/2025 13:31,8/11/2025 13:31,0
1880954,Wanda Changsha,Under Review,Major,High (Major),Please Specify,Korea,Under Review,Email Request,Network,Color Calibration Required,Replaced Component,APAC Dispatched,APAC,Market-Hong Kong,8/9/2025 13:31,8/10/2025 13:31,1
1880955,Cinemark Century City,Solving,Major,High (Major),UP,CA,Solving,Email Request,Facility,Color Calibration Required,Recalibrated System,EM3 Issues,Americas,Market-NJ,11/5/2025 13:31,11/6/2025 13:31,1
1880956,Regal LA Live,Solving,Informational,Low (Minor),UP,NY,Solving,Email Request,Dolby Corridor,Laser Module Driver Warning,Network Configuration Fixed,EM3 Issues,Americas,Market-NY,4/20/2025 13:31,4/20/2025 13:31,0
1880957,Kinopolis Munich,Resolved,Major,High (Major),UP,Kuwait,Resolved,Web Support,Network,Auditorium Lighting Issue,Adjusted Settings,EMEA Dispatched,EMEA,Market-Germany,9/25/2025 13:31,9/26/2025 13:31,1
1880958,Vue London Leicester Square,Solving,Minor,Medium (Minor),UP,Netherlands,Solving,Email Request,Facility,IMAGE GEOMETRY/ALIGNMENT ISSUE,Power cycled / Reboot Server,Future Work,EMEA,Market-Germany,5/23/2025 13:31,5/24/2025 13:31,1
1880959,CGV Beijing Wanda,Resolved,Major,Medium (Major),UP,Korea,Resolved,Email Request,Audio,Application Not Responding,Replaced Component,APAC Dispatched,APAC,Market-China-CGV,1/7/2025 13:31,1/8/2025 13:31,1
1880960,Wanda Chengdu Wuhou,Solving,Major,Medium (Major),UP,Singapore,Solving,Email Request,Audio,Auditorium Lighting Issue,Replaced Component,APAC Issues,APAC,Market-Korea,5/6/2025 13:31,5/7/2025 13:31,1
1880961,CGV Beijing Wanda,Closed,Major,Medium (Major),Please Specify,Thailand,Closed,Email Request,Audio,Content Update Request,Replaced UPS Batteries,APAC Issues,APAC,Market-Thailand,5/19/2025 13:31,5/21/2025 13:31,2
1880962,AMC Dine-In Thoroughbred 20 - 4457,Solving,Minor,Low (Minor),UP,KY,Solving,Email Request,Facility,Content Update Request,Replaced Qalif,CSE Dispatched,Americas,Market-NJ,7/30/2025 13:31,7/30/2025 13:31,0
1880963,Wanda Chengdu Wuhou,Solving,Minor,Medium (Minor),UP,Thailand,Solving,Email Request,Dolby Corridor,Booth Temperature Issue,Recalibrated System,APAC Issues,APAC,Market-China-CGV,4/28/2025 13:31,4/28/2025 13:31,0
1880964,Wanda Chengdu Wuhou,Under Review,Informational,Low (Minor),UP,Korea,Under Review,Email Request,Dolby Corridor,Hardware Issues,Firmware Updated,APAC Issues,APAC,Market-Japan,5/9/2025 13:31,5/11/2025 13:31,2
1880965,KNCC Cinescape Avenues,Under Review,Major,Medium (Major),UP,Germany,Under Review,Web Support,Facility,Content Update Request,Replaced Component,EMEA Dispatched,EMEA,Market-Kuwait,1/9/2025 13:31,1/10/2025 13:31,1
1880966,Dolby Headquarters 1,Resolved,Minor,Low (Minor),DOWN,KY,Resolved,Email Request,Projector,Screen Shaker Vibration,Recalibrated System,EM3 Issues,Americas,Market-COLOH,12/30/2024 13:31,12/30/2024 13:31,0
1880967,Lotte Cinema Seoul,Solving,Major,High (Major),DOWN,Singapore,Solving,Web Support,Facility,NO IMAGE,Power cycled / Reboot Server,APAC Dispatched,APAC,Market-Japan,11/12/2025 13:31,11/12/2025 13:31,0
1880968,Cinemark Century City,Resolved,Minor,Medium (Minor),UP,OH,Resolved,Email Request,Audio,UPS Issue,Firmware Updated,Customer Managed,Americas,Market-NJ,1/14/2025 13:31,1/14/2025 13:31,0
1880969,Vue London Leicester Square,Under Review,Major,High (Major),UP,Netherlands,Under Review,Email Request,Projector,Auditorium Lighting Issue,Software Update Applied,Future Work,EMEA,Market-France-ADDE-CDS,4/24/2025 13:31,4/27/2025 13:31,3
1880970,Wanda Shanghai Darongcheng,Resolved,Informational,Low (Minor),UP,China,Resolved,Email Request,Qalif,Booth Audio Monitor Issue,Software Update Applied,APAC Dispatched,APAC,Market-China-CGV,10/21/2025 13:31,10/24/2025 13:31,3
1880971,Golden Harvest Hong Kong,Closed,Major,High (Major),UP,Korea,Closed,Email Request,Dolby Corridor,Auditorium Lighting Issue,Adjusted Settings,APAC Issues,APAC,Market-Thailand,4/18/2025 13:31,4/19/2025 13:31,1
1880972,Golden Harvest Hong Kong,Solving,Minor,Low (Minor),UP,Korea,Solving,Email Request,Network,TPC Display Issue,Pending Resolution,APAC Issues,APAC,Market-Singapore,1/10/2025 13:31,1/10/2025 13:31,0
1880973,Dolby Headquarters 1,Solving,Critical,High (Critical),DOWN,NY,Solving,Email Request,Screen / Masking,IMPROPER AUDIO LEVEL,Network Configuration Fixed,Customer Managed,Americas,Market-NY,6/12/2025 13:31,6/12/2025 13:31,0
1880974,Cineworld Birmingham,Closed,Major,Medium (Major),UP,England,Closed,Email Request,Qalif,Booth Temperature Issue,Replaced Component,Future Work,EMEA,Market-Germany,11/14/2025 13:31,11/14/2025 13:31,0
1880975,Cinemark Century City,Resolved,Major,High (Major),UP,OH,Resolved,Email Request,Dolby Corridor,PLAYBACK STOPPED UNEXPECTEDLY,Pending Resolution,EM3 Issues,Americas,Market-COLOH,7/26/2025 13:31,7/26/2025 13:31,0
1880976,Major Cineplex Bangkok,Under Review,Minor,Medium (Minor),UP,China,Under Review,Web Support,Projector,Software Not Responding,Adjusted Settings,APAC Dispatched,APAC,Market-Hong Kong,9/13/2025 13:31,9/13/2025 13:31,0
1880977,CGV Seoul Gangnam,Resolved,Major,Medium (Major),UP,Korea,Resolved,Email Request,Dolby Corridor,Network Connectivity Issue,Software Update Applied,APAC Issues,APAC,Market-Thailand,2/14/2025 13:31,2/14/2025 13:31,0
1880978,Regal LA Live,Under Review,Critical,High (Critical),DOWN,CA,Under Review,Email Request,Screen / Masking,Booth Temperature Issue,Power cycled / Reboot Server,3rd Party Issues,Americas,Market-LA,5/7/2025 13:31,5/7/2025 13:31,0
1880979,Pathe Belle Epine - Thiais,Closed,Informational,Low (Minor),UP,Germany,Closed,Phone Call,Screen / Masking,Disk Capacity Warning,Software Update Applied,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,9/29/2025 13:31,10/2/2025 13:31,3
1880980,Muvi Mall of Dhahran,Under Review,Critical,High (Critical),UP,Kuwait,Under Review,Email Request,Qalif,Software Not Responding,Pending Resolution,Future Work,EMEA,Market-UK-CDS-VUK-CDS,1/22/2025 13:31,1/22/2025 13:31,0
1880981,KNCC Cinescape Avenues,Solving,Major,Medium (Major),UP,Germany,Solving,Email Request,Automation,Auditorium Lighting Issue,Recalibrated System,Future Work,EMEA,Market-UK-CDS-VUK-CDS,7/20/2025 13:31,7/20/2025 13:31,0
1880982,CGV Beijing Wanda,Resolved,Minor,Low (Minor),UP,Japan,Resolved,Email Request,Audio,Network Connectivity Issue,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Japan,1/27/2025 13:31,1/27/2025 13:31,0
1880983,Pathe Belle Epine - Thiais,Solving,Major,Medium (Major),UP,Netherlands,Solving,Email Request,Automation,Laser Module Driver Warning,Software Update Applied,EMEA Issues,EMEA,Market-Kuwait,8/1/2025 13:31,8/3/2025 13:31,2
1880984,Pathe Belle Epine - Thiais,Solving,Minor,Low (Minor),UP,Kuwait,Solving,Email Request,Projector,IMAGE GEOMETRY/ALIGNMENT ISSUE,Recalibrated System,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,4/25/2025 13:31,4/25/2025 13:31,0
1880985,KNCC Cinescape Avenues,Solving,Major,Medium (Major),UP,England,Solving,Email Request,Automation,Screen Shaker Vibration,Replaced UPS Batteries,Future Work,EMEA,Market-Saudi Arabia,3/10/2025 13:31,3/11/2025 13:31,1
1880986,AMC Jersey Gardens 20 - 2198,Solving,Major,High (Major),UP,CA,Solving,Email Request,Automation,Booth Audio Monitor Issue,Network Configuration Fixed,3rd Party Issues,Americas,Market-NY,6/28/2025 13:31,6/28/2025 13:31,0
1880987,AMC Mission Valley 20 - 0246,Under Review,Major,High (Major),UP,NJ,Under Review,Email Request,Screen / Masking,Content Update Request,Network Configuration Fixed,CSE Dispatched,Americas,Market-COLOH,9/14/2025 13:31,9/14/2025 13:31,0
